name,url,neighborhood,cuisine,review_count,time_window
"Tsunami - Panhandle","http://www.opentable.com/tsunami-panhandle?p=4&sd=2014-11-14 19:30&rid=28873&pt=100,100,100,100,100&d=11/14/2014 19:15:00,,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","North Panhandle / USF","Sushi","59 reviews",0:30
"5A5 Steak Lounge","http://www.opentable.com/5a5-steak-lounge?p=4&sd=2014-11-14 19:30&rid=30271&pt=1000,100,100,1000,1000&d=11/14/2014 18:00:00,,11/14/2014 20:15:00,11/14/2014 17:45:00,11/14/2014 21:45:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","Steak","192 reviews",2:15
"RN74","http://www.opentable.com/rn74?p=4&sd=2014-11-14 19:30&rid=31072&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:15:00,11/14/2014 20:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","Contemporary French","178 reviews",0:00
"Bar Crudo - Divisadero St","http://www.opentable.com/bar-crudo-divisadero-st?p=4&sd=2014-11-14 19:30&rid=32794&pt=100,100,100,100,100&d=11/14/2014 18:30:00,,11/14/2014 21:30:00,,11/14/2014 22:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","North Panhandle / USF","Seafood","77 reviews",4:31
"Fresca - West Portal","http://www.opentable.com/fresca-west-portal?p=4&sd=2014-11-14 19:30&rid=34225&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Forest Hill / West Portal","Peruvian","54 reviews",0:00
"Credo","http://www.opentable.com/credo?p=4&sd=2014-11-14 19:30&rid=36085&pt=1000,1000,1000,1000,1000&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","Italian","168 reviews",0:00
"Stone Korean Kitchen","http://www.opentable.com/stone-korean-kitchen?p=4&sd=2014-11-14 19:30&rid=36577&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","Asian","26 reviews",0:00
"Cafe Majestic","http://www.opentable.com/cafe-majestic?p=4&sd=2014-11-14 19:30&rid=37627&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Pacific Heights","American","5 reviews",0:00
"Monsieur Benjamin","http://www.opentable.com/monsieur-benjamin?p=4&sd=2014-11-14 19:30&rid=147469&pt=100,100,100,100,100&d=,,11/14/2014 22:00:00,,&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Civic Center / Hayes Valley / Van Ness","French","396 reviews",5:02
"Marrakech Moroccan Restaurant","http://www.opentable.com/marrakech-moroccan-restaurant-san-francisco?p=4&sd=2014-11-14 19:30&rid=118477&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","Moroccan","21 reviews",0:00
"Aliment","http://www.opentable.com/aliment?p=4&sd=2014-11-14 19:30&rid=118546&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","Californian","75 reviews",0:00
"Wayfare Tavern","http://www.opentable.com/wayfare-tavern?p=4&sd=2014-11-14 19:30&rid=45625&pt=100,100,100,100,100&d=11/14/2014 17:15:00,,11/14/2014 21:30:00,,11/14/2014 21:45:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","American","383 reviews",4:31
"FANG","http://www.opentable.com/fang?p=4&sd=2014-11-14 19:30&rid=46267&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","Chinese","123 reviews",0:00
"Commonwealth - San Francisco","http://www.opentable.com/commonwealth-san-francisco?p=4&sd=2014-11-14 19:30&rid=47224&pt=100,100,100,100,100&d=11/14/2014 18:00:00,,11/14/2014 22:00:00,11/14/2014 17:30:00,&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Mission","Contemporary American","106 reviews",4:01
"Firefly","http://www.opentable.com/firefly?p=4&sd=2014-11-14 19:30&rid=47902&pt=100,100,100,100,100&d=11/14/2014 18:30:00,,11/14/2014 19:45:00,11/14/2014 18:15:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Noe Valley","American","201 reviews",1:15
"Max's Opera Cafe","http://www.opentable.com/maxs-opera-cafe?p=4&sd=2014-11-14 19:30&rid=51067&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Civic Center / Hayes Valley / Van Ness","American","102 reviews",0:00
"Spiazzo Ristorante","http://www.opentable.com/spiazzo-ristorante?p=4&sd=2014-11-14 19:30&rid=51505&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Forest Hill / West Portal","Italian","66 reviews",0:00
"Citizens Band","http://www.opentable.com/citizens-band?p=4&sd=2014-11-14 19:30&rid=51955&pt=100,100,100,100,100&d=11/14/2014 18:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 17:45:00,11/14/2014 20:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","American","26 reviews",0:00
"El Mansour","http://www.opentable.com/el-mansour?p=4&sd=2014-11-14 19:30&rid=51961&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Richmond District","Moroccan","27 reviews",0:00
"Fondue Cowboy","http://www.opentable.com/fondue-cowboy?p=4&sd=2014-11-14 19:30&rid=52201&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","Fondue","28 reviews",0:00
"The Brixton","http://www.opentable.com/the-brixton?p=4&sd=2014-11-14 19:30&rid=52858&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Marina / Cow Hollow / Presidio","American","57 reviews",0:00
"The Matterhorn Swiss Restaurant","http://www.opentable.com/the-matterhorn-swiss-restaurant?p=4&sd=2014-11-14 19:30&rid=54088&pt=100,100,100,100,100&d=11/14/2014 19:15:00,,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Marina / Cow Hollow / Presidio","Fondue","29 reviews",0:30
"Arabian Nights","http://www.opentable.com/arabian-nights?p=4&sd=2014-11-14 19:30&rid=54859&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 18:45:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Mission","Middle Eastern","24 reviews",0:00
"Katia's Russian Tea Room and Restaurant","http://www.opentable.com/katias-russian-tea-room-and-restaurant?p=4&sd=2014-11-14 19:30&rid=55288&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Richmond District","Russian","4 reviews",0:00
"B Star Bar","http://www.opentable.com/b-star-bar?p=4&sd=2014-11-14 19:30&rid=55528&pt=100,100,100,100,100&d=11/14/2014 18:15:00,,11/14/2014 21:00:00,11/14/2014 18:00:00,11/14/2014 21:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Richmond District","Asian","43 reviews",2:45
"Cesario's","http://www.opentable.com/cesarios?p=4&sd=2014-11-14 19:30&rid=59653&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","Italian","22 reviews",0:00
"Calzone's","http://www.opentable.com/calzones?p=4&sd=2014-11-14 19:30&rid=60331&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","North Beach","Italian","24 reviews",0:00
"The Old Clam House","http://www.opentable.com/the-old-clam-house?p=4&sd=2014-11-14 19:30&rid=63850&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Mission Bay / South Beach","Seafood","49 reviews",0:00
"Le P'tit Laurent","http://www.opentable.com/le-ptit-laurent?p=4&sd=2014-11-14 19:30&rid=67576&pt=100,100,100,100,100&d=11/14/2014 18:30:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 18:15:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Glen Park","French","115 reviews",0:00
"Original Joe's - San Francisco","http://www.opentable.com/original-joes-san-francisco?p=4&sd=2014-11-14 19:30&rid=70393&pt=100,100,100,100,100&d=11/14/2014 17:45:00,,11/14/2014 20:45:00,11/14/2014 17:15:00,11/14/2014 21:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","North Beach","American","237 reviews",3:00
"Yuubi Japanese Restaurant","http://www.opentable.com/yuubi-japanese-restaurant?p=4&sd=2014-11-14 19:30&rid=87865&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Richmond District","Japanese","4 reviews",0:00
"Rosa Mexicano - San Francisco","http://www.opentable.com/rosa-mexicano-san-francisco?p=4&sd=2014-11-14 19:30&rid=95185&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","Mexican","94 reviews",0:00
"Food Inc. Trattoria & Wine Bar","http://www.opentable.com/food-inc-trattoria-and-wine-bar?p=4&sd=2014-11-14 19:30&rid=97342&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Pacific Heights","Global, International","3 reviews",0:00
"La Rondalla Mexican Restaurant and Bar","http://www.opentable.com/la-rondalla-mexican-restaurant-and-bar?p=4&sd=2014-11-14 19:30&rid=98146&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Mission","Mexican","12 reviews",0:00
"Radio Africa Kitchen","http://www.opentable.com/radio-africa-kitchen?p=4&sd=2014-11-14 19:30&rid=99433&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Bayview","Mediterranean","65 reviews",0:00
"Caffe Macaroni","http://www.opentable.com/caffe-macaroni?p=4&sd=2014-11-14 19:30&rid=100219&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","North Beach","Italian","41 reviews",0:00
"Marla Bakery","http://www.opentable.com/marla-bakery?p=4&sd=2014-11-14 19:30&rid=146014&pt=100,100,100,100,100&d=11/14/2014 17:45:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 17:30:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Richmond District","Californian","63 reviews",0:00
"Doc Ricketts","http://www.opentable.com/doc-ricketts?p=4&sd=2014-11-14 19:30&rid=150322&pt=100,100,100,100,100&d=11/14/2014 18:30:00,,11/14/2014 21:00:00,11/14/2014 18:00:00,11/14/2014 21:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","North Beach","Contemporary American","22 reviews",2:30
"Plin Restaurant","http://www.opentable.com/plin-restaurant?p=4&sd=2014-11-14 19:30&rid=157024&pt=100,100,100,100,100&d=11/14/2014 18:00:00,,11/14/2014 21:00:00,11/14/2014 17:45:00,11/14/2014 21:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Mission","Contemporary Italian","",3:00
"Cafe Claude - Marina","http://www.opentable.com/cafe-claude-marina?p=4&sd=2014-11-14 19:30&rid=109153&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Marina / Cow Hollow / Presidio","French","33 reviews",0:00
"La Urbana","http://www.opentable.com/la-urbana?p=4&sd=2014-11-14 19:30&rid=109705&pt=100,100,100,100,100&d=11/14/2014 19:00:00,,11/14/2014 20:30:00,11/14/2014 18:30:00,11/14/2014 21:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","North Panhandle / USF","Contemporary Mexican","90 reviews",1:30
"Z&Y Restaurant","http://www.opentable.com/z-and-y-restaurant?p=4&sd=2014-11-14 19:30&rid=112069&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","North Beach","Chinese","21 reviews",0:00
"Prospect","http://www.opentable.com/prospect?p=4&sd=2014-11-14 19:30&rid=45907&pt=100,100,100,100,100&d=11/14/2014 18:45:00,,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","Contemporary American","188 reviews",1:15
"Ruchi","http://www.opentable.com/ruchi?p=4&sd=2014-11-14 19:30&rid=46072&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","Indian","",0:00
"Hanuri Korean B.B.Q. Restaurant","http://www.opentable.com/hanuri-korean-bbq-restaurant?p=4&sd=2014-11-14 19:30&rid=47605&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Richmond District","Korean","3 reviews",0:00
"Colosseo","http://www.opentable.com/colosseo?p=4&sd=2014-11-14 19:30&rid=47887&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","North Beach","Italian","16 reviews",0:00
"Grub","http://www.opentable.com/grub?p=4&sd=2014-11-14 19:30&rid=48226&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Mission","Contemporary American","33 reviews",0:00
"MICHAEL MINA","http://www.opentable.com/michael-mina-restaurant?p=4&sd=2014-11-14 19:30&rid=51049&pt=100,100,100,100,100&d=11/14/2014 18:15:00,,11/14/2014 21:15:00,11/14/2014 18:00:00,11/14/2014 21:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","Contemporary American","198 reviews",3:00
"L'Ardoise","http://www.opentable.com/lardoise?p=4&sd=2014-11-14 19:30&rid=21046&pt=100,100,100,100,100&d=,,11/14/2014 21:30:00,,11/14/2014 22:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Castro","French","160 reviews",4:31
"54 Mint","http://www.opentable.com/54-mint?p=4&sd=2014-11-14 19:30&rid=51673&pt=100,100,100,100,100&d=11/14/2014 18:45:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 18:30:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","Italian","123 reviews",0:00
"Curbside Cafe","http://www.opentable.com/curbside-cafe?p=4&sd=2014-11-14 19:30&rid=51685&pt=100,100,100,1000,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 18:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Pacific Heights","French","53 reviews",0:00
"Layaly Mediterranean Grill","http://www.opentable.com/layaly-mediterranean-grill?p=4&sd=2014-11-14 19:30&rid=52240&pt=100,100,100,100,100&d=11/14/2014 18:00:00,,,11/14/2014 17:30:00,&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Richmond District","Mediterranean","2 reviews",4:01
"Blue Fin Sushi","http://www.opentable.com/blue-fin-sushi?p=4&sd=2014-11-14 19:30&rid=53476&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Richmond District","Sushi","13 reviews",0:00
"Ernesto's Italian Restaurant","http://www.opentable.com/ernestos-italian-restaurant?p=4&sd=2014-11-14 19:30&rid=53971&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Richmond District","Italian","6 reviews",0:00
"Seoul Garden","http://www.opentable.com/seoul-garden?p=4&sd=2014-11-14 19:30&rid=151789&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Japantown","Korean","",0:00
"Piqueos","http://www.opentable.com/piqueos?p=4&sd=2014-11-14 19:30&rid=28804&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 18:30:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Bernal Heights","Tapas / Small Plates","61 reviews",0:00
"La Briciola","http://www.opentable.com/la-briciola?p=4&sd=2014-11-14 19:30&rid=33421&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","SOMA","Italian","63 reviews",0:00
"Naked Fish","http://www.opentable.com/naked-fish?p=4&sd=2014-11-14 19:30&rid=60523&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Marina / Cow Hollow / Presidio","Japanese","2 reviews",0:00
"Chambers Eat + Drink","http://www.opentable.com/chambers-eat-and-drink?p=4&sd=2014-11-14 19:30&rid=60532&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","Californian","38 reviews",0:00
"Radish","http://www.opentable.com/radish?p=4&sd=2014-11-14 19:30&rid=65143&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Mission","American","16 reviews",0:00
"Aslam's Rasoi","http://www.opentable.com/aslams-rasoi?p=4&sd=2014-11-14 19:30&rid=66832&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Mission","Indian","20 reviews",0:00
"Ashoka Indian Cuisine","http://www.opentable.com/ashoka-indian-cuisine?p=4&sd=2014-11-14 19:30&rid=67861&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Marina / Cow Hollow / Presidio","Indian","4 reviews",0:00
"Red Tavern","http://www.opentable.com/red-tavern?p=4&sd=2014-11-14 19:30&rid=70183&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Richmond District","Russian","7 reviews",0:00
"Cajun Pacific","http://www.opentable.com/cajun-pacific?p=4&sd=2014-11-14 19:30&rid=74941&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Sunset District","Cajun","2 reviews",0:00
"Krua Thai - San Francisco","http://www.opentable.com/krua-thai-san-francisco?p=4&sd=2014-11-14 19:30&rid=76207&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Mission","Thai","14 reviews",0:00
"Per Diem","http://www.opentable.com/per-diem?p=4&sd=2014-11-14 19:30&rid=78232&pt=100,100,100,100,100&d=11/14/2014 18:45:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 18:15:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Financial District / Embarcadero","American","141 reviews",0:00
"Minas Brazilian Restaurant","http://www.opentable.com/minas-brazilian-restaurant?p=4&sd=2014-11-14 19:30&rid=148204&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Brazilian","83 reviews",0:00
"Caffe Fiore","http://www.opentable.com/caffe-fiore?p=4&sd=2014-11-14 19:30&rid=82447&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Mission","Italian","18 reviews",0:00
"Aicha","http://www.opentable.com/aicha?p=4&sd=2014-11-14 19:30&rid=83206&pt=100,100,100,100,100&d=11/14/2014 19:00:00,11/14/2014 19:30:00,11/14/2014 20:00:00,11/14/2014 18:30:00,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Nob Hill","Moroccan","9 reviews",0:00
"Bouche","http://www.opentable.com/bouche-san-francisco?p=4&sd=2014-11-14 19:30&rid=83236&pt=100,100,100,100,100&d=11/14/2014 17:30:00,,11/14/2014 20:15:00,,11/14/2014 20:30:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Downtown / Union Square","French","115 reviews",3:16
"Local's Corner","http://www.opentable.com/locals-corner?p=4&sd=2014-11-14 19:30&rid=85402&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Mission","Seafood","52 reviews",0:00
"Le Soleil","http://www.opentable.com/le-soleil?p=4&sd=2014-11-14 19:30&rid=88105&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Richmond District","Fusion / Eclectic","21 reviews",0:00
"Soi Gow","http://www.opentable.com/soi-gow?p=4&sd=2014-11-14 19:30&rid=88798&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Sunset District","Thai","1 review",0:00
"Mela Tandoori Kitchen","http://www.opentable.com/mela-tandoori-kitchen?p=4&sd=2014-11-14 19:30&rid=89713&pt=100,100,100,100,100&d=11/14/2014 19:15:00,,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Indian","26 reviews",0:30
"Tikka Masala - Inner Sunset","http://www.opentable.com/tikka-masala-inner-sunset?p=4&sd=2014-11-14 19:30&rid=90937&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Sunset District","Indian","4 reviews",0:00
"Troya - Fillmore","http://www.opentable.com/troya-fillmore?p=4&sd=2014-11-14 19:30&rid=92251&pt=100,100,100,100,100&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:00:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Pacific Heights","Mediterranean","89 reviews",0:00
"Mission Rock Resort","http://www.opentable.com/mission-rock-resort?p=4&sd=2014-11-14 19:30&rid=93544&pt=100,100,100,100,1000&d=11/14/2014 19:15:00,11/14/2014 19:30:00,11/14/2014 19:45:00,11/14/2014 19:00:00,11/14/2014 20:15:00&ofbs=,,,,&dt=2014-11-14T19:30:00Z","Mission Bay / South Beach","Seafood","123 reviews",0:00
